id_student,risk_proba,personalized_path
401869,0.11011247782526312,Standard monitoring (risk_p=0.11)
402470,0.11870685175350011,Standard monitoring (risk_p=0.12)
404804,0.22282908033684545,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.22, tier=Low)"
405088,0.1475947402323648,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.15, tier=Low)"
405961,0.8600950583273815,"Proactive mentor check-in and weekly SMS reminders (priority=0.90, risk_p=0.86, tier=High); Suggest microlearning modules (mobile-first) (priority=0.80, risk_p=0.86, tier=High); Offer a structured activity sequence and low-bandwidth content (priority=0.70, risk_p=0.86, tier=High)"
414117,0.11011247782526312,Standard monitoring (risk_p=0.11)
415969,0.29062142746791686,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.29, tier=Low)"
420087,0.3216240593463125,Standard monitoring (risk_p=0.32)
429958,0.2098268312097599,Standard monitoring (risk_p=0.21)
441018,0.16779682501786589,Standard monitoring (risk_p=0.17)
441888,0.27092248996273766,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.27, tier=Low)"
442442,0.3322177536135029,Standard monitoring (risk_p=0.33)
470588,0.47239187000050303,Standard monitoring (risk_p=0.47)
489455,0.11011247782526312,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.11, tier=Low)"
494424,0.5138684028050919,Standard monitoring (risk_p=0.51)
495284,0.11870685175350011,Standard monitoring (risk_p=0.12)
498857,0.1297745974536283,Standard monitoring (risk_p=0.13)
508818,0.15371238964705392,Standard monitoring (risk_p=0.15)
512460,0.20270969664140112,Standard monitoring (risk_p=0.20)
544103,0.1625687960933784,Standard monitoring (risk_p=0.16)
550383,0.14144993376532478,Standard monitoring (risk_p=0.14)
564450,0.25657882146085415,Standard monitoring (risk_p=0.26)
568601,0.31075271678471067,Standard monitoring (risk_p=0.31)
572652,0.19657838246191875,Standard monitoring (risk_p=0.20)
580389,0.1625687960933784,Standard monitoring (risk_p=0.16)
581129,0.31688830150684655,Standard monitoring (risk_p=0.32)
588775,0.0961175668837873,Standard monitoring (risk_p=0.10)
591774,0.28895508345415105,Standard monitoring (risk_p=0.29)
603861,0.2944125584235043,Standard monitoring (risk_p=0.29)
606143,0.22282908033684545,Standard monitoring (risk_p=0.22)
704156,0.11011247782526312,Standard monitoring (risk_p=0.11)
721259,0.48513871386257373,Standard monitoring (risk_p=0.49)
749412,0.11870685175350011,Standard monitoring (risk_p=0.12)
905042,0.0961175668837873,Standard monitoring (risk_p=0.10)
949618,0.13299909752251868,Standard monitoring (risk_p=0.13)
958987,0.11011247782526312,Standard monitoring (risk_p=0.11)
968578,0.11011247782526312,Standard monitoring (risk_p=0.11)
969076,0.20976265407815364,Standard monitoring (risk_p=0.21)
971027,0.0961175668837873,Standard monitoring (risk_p=0.10)
978739,0.1303821880651966,Standard monitoring (risk_p=0.13)
1035023,0.10621857698479738,Standard monitoring (risk_p=0.11)
1105478,0.11481295091303438,Standard monitoring (risk_p=0.11)
1352868,0.17276124962628336,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.17, tier=Low)"
1401935,0.2719163310995643,Standard monitoring (risk_p=0.27)
1402638,0.1298145983875725,Standard monitoring (risk_p=0.13)
1414443,0.19252276200554344,Standard monitoring (risk_p=0.19)
1456619,0.3968173167939722,Standard monitoring (risk_p=0.40)
1465690,0.11818114280761487,Standard monitoring (risk_p=0.12)
1472925,0.14243765962672617,Standard monitoring (risk_p=0.14)
1488959,0.11481295091303438,Standard monitoring (risk_p=0.11)
1518989,0.13634694335749567,Standard monitoring (risk_p=0.14)
1618738,0.30869923069663635,Standard monitoring (risk_p=0.31)
1620151,0.19655998246089554,Standard monitoring (risk_p=0.20)
1640609,0.11481295091303438,Standard monitoring (risk_p=0.11)
1686521,0.370436602825412,Standard monitoring (risk_p=0.37)
1729319,0.10621857698479738,Standard monitoring (risk_p=0.11)
1746134,0.18734904314073997,Standard monitoring (risk_p=0.19)
1758449,0.4007979099245193,Standard monitoring (risk_p=0.40)
1763015,0.3565096735820837,Standard monitoring (risk_p=0.36)
1765788,0.11011247782526312,Standard monitoring (risk_p=0.11)
1801229,0.11870685175350011,Standard monitoring (risk_p=0.12)
1801641,0.1496567691906786,Standard monitoring (risk_p=0.15)
1847830,0.10621857698479738,Standard monitoring (risk_p=0.11)
1860318,0.11442541241015121,Standard monitoring (risk_p=0.11)
1889511,0.1297745974536283,Standard monitoring (risk_p=0.13)
1889577,0.18084742569384693,Standard monitoring (risk_p=0.18)
1894188,0.10621857698479738,Standard monitoring (risk_p=0.11)
1938355,0.10621857698479738,Standard monitoring (risk_p=0.11)
1942396,0.1657347960595521,Standard monitoring (risk_p=0.17)
1970390,0.2935723131847011,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.29, tier=Low)"
1976139,0.1625687960933784,Standard monitoring (risk_p=0.16)
2011876,0.1277525694292587,Standard monitoring (risk_p=0.13)
2012966,0.2098268312097599,Standard monitoring (risk_p=0.21)
2051699,0.11011247782526312,Standard monitoring (risk_p=0.11)
2062879,0.10621857698479738,Standard monitoring (risk_p=0.11)
2065691,0.47605903906582575,Standard monitoring (risk_p=0.48)
2073016,0.18352778178593773,Standard monitoring (risk_p=0.18)
2080474,0.11619788816892784,Standard monitoring (risk_p=0.12)
2083877,0.13020213689045565,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.13, tier=Low)"
2084066,0.11011247782526312,Standard monitoring (risk_p=0.11)
2104505,0.17741013237124859,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.18, tier=Low)"
2139353,0.19395997849286936,Standard monitoring (risk_p=0.19)
2143752,0.11011247782526312,Standard monitoring (risk_p=0.11)
2146792,0.0961175668837873,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.10, tier=Low)"
2149225,0.6483183739042363,Standard monitoring (risk_p=0.65)
2153153,0.11619788816892784,Standard monitoring (risk_p=0.12)
2155014,0.20270969664140112,Standard monitoring (risk_p=0.20)
2164705,0.24773558638156654,Standard monitoring (risk_p=0.25)
2171627,0.11619788816892784,Standard monitoring (risk_p=0.12)
2182846,0.11011247782526312,Standard monitoring (risk_p=0.11)
2194100,0.11011247782526312,Standard monitoring (risk_p=0.11)
2197016,0.14229908585344492,Standard monitoring (risk_p=0.14)
2208424,0.15796119043868354,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.16, tier=Low)"
2229865,0.10621857698479738,Standard monitoring (risk_p=0.11)
2255601,0.2634851800129027,Standard monitoring (risk_p=0.26)
2268379,0.12937526579758282,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.13, tier=Low)"
2278464,0.26343979148712204,Standard monitoring (risk_p=0.26)
2293923,0.23333832923446862,Standard monitoring (risk_p=0.23)
2312620,0.38526484375251197,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.39, tier=Low)"
2318055,0.1804762652243641,Standard monitoring (risk_p=0.18)
2324976,0.826160723247444,"Proactive mentor check-in and weekly SMS reminders (priority=0.90, risk_p=0.83, tier=High); Suggest microlearning modules (mobile-first) (priority=0.80, risk_p=0.83, tier=High); Offer a structured activity sequence and low-bandwidth content (priority=0.70, risk_p=0.83, tier=High)"
2329342,0.18084742569384693,Standard monitoring (risk_p=0.18)
2342426,0.12479226209716483,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.12, tier=Low)"
2344901,0.16779682501786589,Standard monitoring (risk_p=0.17)
2358056,0.11011247782526312,Standard monitoring (risk_p=0.11)
2358969,0.15841758112439988,Standard monitoring (risk_p=0.16)
2364471,0.10621857698479738,Standard monitoring (risk_p=0.11)
2365101,0.9296944871662545,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.93, tier=High); Proactive mentor check-in and weekly SMS reminders (priority=0.90, risk_p=0.93, tier=High); Suggest microlearning modules (mobile-first) (priority=0.80, risk_p=0.93, tier=High); Offer a structured activity sequence and low-bandwidth content (priority=0.70, risk_p=0.93, tier=High)"
2367155,0.11011247782526312,Standard monitoring (risk_p=0.11)
2369266,0.1818847627777661,Standard monitoring (risk_p=0.18)
2376496,0.11463608540230581,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.11, tier=Low)"
2391984,0.2790750487847941,Standard monitoring (risk_p=0.28)
2411661,0.1595899895925121,Standard monitoring (risk_p=0.16)
2411778,0.3186843263917805,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.32, tier=Low)"
2412967,0.0961175668837873,Standard monitoring (risk_p=0.10)
2429854,0.29160486432091887,Standard monitoring (risk_p=0.29)
2437837,0.12479226209716483,Standard monitoring (risk_p=0.12)
2449878,0.267860710643189,Standard monitoring (risk_p=0.27)
2456480,0.2705022058506779,Standard monitoring (risk_p=0.27)
2457256,0.13646759840886133,Standard monitoring (risk_p=0.14)
2458355,0.0961175668837873,Standard monitoring (risk_p=0.10)
2460080,0.10471194081202428,Standard monitoring (risk_p=0.10)
2461190,0.1666244165497537,Standard monitoring (risk_p=0.17)
2469673,0.20224671896573568,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.20, tier=Low)"
2470694,0.18174817773085858,Standard monitoring (risk_p=0.18)
2479954,0.1942484868099613,Standard monitoring (risk_p=0.19)
2481901,0.1283427930752999,Standard monitoring (risk_p=0.13)
2482700,0.11870685175350011,Standard monitoring (risk_p=0.12)
2486127,0.11625728429230316,Standard monitoring (risk_p=0.12)
2498700,0.10621857698479738,Standard monitoring (risk_p=0.11)
2516503,0.10621857698479738,Standard monitoring (risk_p=0.11)
2518069,0.13646759840886133,Standard monitoring (risk_p=0.14)
2521459,0.1211802235253913,Standard monitoring (risk_p=0.12)
2523736,0.1426866243563281,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.14, tier=Low)"
2529279,0.1340922504280911,Standard monitoring (risk_p=0.13)
2532302,0.1379814328789821,Standard monitoring (risk_p=0.14)
2542724,0.3933944731902225,Standard monitoring (risk_p=0.39)
2550279,0.0961175668837873,Standard monitoring (risk_p=0.10)
2551220,0.10621857698479738,Standard monitoring (risk_p=0.11)
2552472,0.42463832855284395,Standard monitoring (risk_p=0.42)
2555340,0.10621857698479738,Standard monitoring (risk_p=0.11)
2557283,0.10621857698479738,Standard monitoring (risk_p=0.11)
2559575,0.17947216132956242,Standard monitoring (risk_p=0.18)
2562034,0.22110898559965994,Standard monitoring (risk_p=0.22)
2566163,0.11011247782526312,Standard monitoring (risk_p=0.11)
2566592,0.11011247782526312,Standard monitoring (risk_p=0.11)
2569324,0.2595528561038977,Standard monitoring (risk_p=0.26)
2574528,0.12479226209716483,Standard monitoring (risk_p=0.12)
2574583,0.10621857698479738,Standard monitoring (risk_p=0.11)
2576122,0.4556743873720048,Standard monitoring (risk_p=0.46)
2578995,0.11870685175350011,Standard monitoring (risk_p=0.12)
2586560,0.11011247782526312,Standard monitoring (risk_p=0.11)
2594139,0.11870685175350011,Standard monitoring (risk_p=0.12)
2598871,0.10621857698479738,Standard monitoring (risk_p=0.11)
2599352,0.11011247782526312,Standard monitoring (risk_p=0.11)
2600688,0.18432522995180692,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.18, tier=Low)"
2606098,0.16779682501786589,Standard monitoring (risk_p=0.17)
2613116,0.11619788816892784,Standard monitoring (risk_p=0.12)
2617002,0.11011247782526312,Standard monitoring (risk_p=0.11)
2620584,0.5200329944711967,Standard monitoring (risk_p=0.52)
2639449,0.28800540836975624,Standard monitoring (risk_p=0.29)
2639540,0.11011247782526312,Standard monitoring (risk_p=0.11)
2639641,0.11011247782526312,Standard monitoring (risk_p=0.11)
2641155,0.10621857698479738,Standard monitoring (risk_p=0.11)
2643002,0.12479226209716483,Standard monitoring (risk_p=0.12)
2645733,0.10621857698479738,Standard monitoring (risk_p=0.11)
2650282,0.19252276200554344,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.19, tier=Low)"
2664024,0.1508934597816819,Standard monitoring (risk_p=0.15)
2666246,0.22315139459861097,Standard monitoring (risk_p=0.22)
2669816,0.26343979148712204,Standard monitoring (risk_p=0.26)
2671132,0.12479226209716483,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.12, tier=Low)"
2676809,0.2653107557810954,Standard monitoring (risk_p=0.27)
2678643,0.11011247782526312,Standard monitoring (risk_p=0.11)
2685865,0.0961175668837873,Standard monitoring (risk_p=0.10)
2688067,0.23470776589802292,Standard monitoring (risk_p=0.23)
2691244,0.1426866243563281,Standard monitoring (risk_p=0.14)
2694424,0.0961175668837873,Standard monitoring (risk_p=0.10)
2698257,0.14883143082336808,Standard monitoring (risk_p=0.15)
6516,0.10471194081202428,Standard monitoring (risk_p=0.10)
24734,0.19103436032970464,Standard monitoring (risk_p=0.19)
28061,0.10804654253036894,Standard monitoring (risk_p=0.11)
31600,0.20604517346625462,Standard monitoring (risk_p=0.21)
46844,0.23333832923446862,Standard monitoring (risk_p=0.23)
52765,0.10621857698479738,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.11, tier=Low)"
55104,0.1426866243563281,Standard monitoring (risk_p=0.14)
58071,0.11011247782526312,Standard monitoring (risk_p=0.11)
58316,0.10621857698479738,Standard monitoring (risk_p=0.11)
62487,0.16779682501786589,Standard monitoring (risk_p=0.17)
63165,0.12479226209716483,Standard monitoring (risk_p=0.12)
65002,0.291152388365582,Standard monitoring (risk_p=0.29)
70011,0.0961175668837873,Standard monitoring (risk_p=0.10)
75255,0.13983807821225544,Standard monitoring (risk_p=0.14)
79403,0.2745595406050621,Standard monitoring (risk_p=0.27)
85092,0.33264609525761646,Standard monitoring (risk_p=0.33)
85144,0.13646759840886133,Standard monitoring (risk_p=0.14)
85302,0.11011247782526312,Standard monitoring (risk_p=0.11)
87431,0.4698419151384095,Standard monitoring (risk_p=0.47)
94961,0.1896646148624674,Standard monitoring (risk_p=0.19)
95755,0.29429994817362215,Standard monitoring (risk_p=0.29)
101116,0.11011247782526312,Standard monitoring (risk_p=0.11)
107489,0.11011247782526312,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.11, tier=Low)"
108872,0.12479226209716483,Standard monitoring (risk_p=0.12)
109155,0.11011247782526312,Standard monitoring (risk_p=0.11)
111512,0.22110898559965994,Standard monitoring (risk_p=0.22)
117818,0.11011247782526312,Standard monitoring (risk_p=0.11)
119902,0.2864311454561155,Standard monitoring (risk_p=0.29)
121349,0.11011247782526312,Standard monitoring (risk_p=0.11)
125018,0.11870685175350011,Standard monitoring (risk_p=0.12)
129955,0.27865476467273437,Standard monitoring (risk_p=0.28)
130034,0.11011247782526312,Standard monitoring (risk_p=0.11)
130547,0.11011247782526312,Standard monitoring (risk_p=0.11)
130636,0.3256027566239512,Standard monitoring (risk_p=0.33)
131390,0.42258690599812093,Standard monitoring (risk_p=0.42)
133816,0.11011247782526312,Standard monitoring (risk_p=0.11)
133922,0.20443542144581894,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.20, tier=Low)"
135335,0.4698419151384095,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.47, tier=Low)"
135400,0.26104537889434914,Standard monitoring (risk_p=0.26)
139033,0.1753707373813519,Standard monitoring (risk_p=0.18)
141377,0.29349358024508426,Standard monitoring (risk_p=0.29)
141506,0.2906002450663641,"Immediate financial outreach + offline materials (priority=1.00, risk_p=0.29, tier=Low)"
146503,0.20676531709777643,Standard monitoring (risk_p=0.21)
147756,0.11011247782526312,Standard monitoring (risk_p=0.11)
148993,0.1839411601869989,Standard monitoring (risk_p=0.18)
